Time,Open,High,Low,Close,Volume,Trades
2021-02-05 00:48:00,1593.68,1593.68,1591.04,1591.04,1.10068664,4.0
2021-02-05 00:49:00,1589.88,1589.88,1589.88,1589.88,0.80191211,4.0
2021-02-05 00:53:00,1592.52,1592.52,1592.52,1592.52,0.22205954,1.0
2021-02-05 00:54:00,1594.45,1594.45,1594.44,1594.44,1.86371787,2.0
2021-02-05 00:56:00,1596.68,1596.68,1596.68,1596.68,0.37827227,1.0
2021-02-05 00:58:00,1597.8,1600.52,1597.79,1600.52,2.56492587,4.0
2021-02-05 01:01:00,1606.35,1606.35,1606.35,1606.35,0.08068691,2.0
2021-02-05 01:02:00,1607.9,1607.9,1607.84,1607.84,4.0,2.0
2021-02-05 01:05:00,1603.33,1603.33,1603.33,1603.33,0.67073588,1.0
2021-02-05 01:07:00,1604.68,1604.68,1604.68,1604.68,0.00823706,1.0
2021-02-05 01:09:00,1600.57,1600.57,1595.72,1595.72,10.86553929,6.0
2021-02-05 01:10:00,1595.18,1595.18,1592.37,1592.37,11.44823618,7.0
2021-02-05 01:11:00,1593.64,1593.64,1591.87,1591.87,11.01261229,7.0
2021-02-05 01:12:00,1601.2,1601.2,1593.73,1597.67,11.30949163,10.0
2021-02-05 01:14:00,1603.24,1603.24,1600.51,1600.51,11.09436237,8.0
2021-02-05 01:15:00,1603.32,1607.4,1602.61,1607.4,9.8447508,8.0
2021-02-05 01:16:00,1606.24,1609.9,1605.83,1609.48,27.9705618,14.0
2021-02-05 01:17:00,1610.84,1610.98,1607.91,1607.91,2.10943232,4.0
2021-02-05 01:18:00,1611.19,1611.19,1611.19,1611.19,0.204,1.0
2021-02-05 01:25:00,1615.96,1617.56,1615.96,1617.56,0.62,3.0
2021-02-05 01:30:00,1617.58,1617.58,1617.58,1617.58,0.02,1.0
2021-02-05 01:34:00,1617.38,1617.42,1617.38,1617.42,6.39282,2.0
2021-02-05 01:36:00,1618.31,1620.08,1618.31,1620.08,27.99168371,8.0
2021-02-05 01:42:00,1616.88,1616.88,1616.88,1616.88,0.40636263,1.0
2021-02-05 01:44:00,1616.95,1616.95,1616.94,1616.94,2.0,2.0
2021-02-05 01:46:00,1617.08,1617.08,1617.08,1617.08,0.1,1.0
2021-02-05 01:54:00,1620.5,1620.5,1620.5,1620.5,0.02431,1.0
2021-02-05 02:05:00,1621.57,1621.57,1621.57,1621.57,0.00607,1.0
