Time,Open,High,Low,Close,Volume,Trades
2021-01-22 01:37:00,1075.01,1075.01,1069.86,1069.86,1.15242202,3.0
2021-01-22 01:38:00,1065.92,1065.92,1061.65,1062.79,17.17590395,12.0
2021-01-22 01:39:00,1067.22,1072.73,1067.21,1072.73,2.49018328,8.0
2021-01-22 01:40:00,1080.5,1080.5,1080.5,1080.5,0.03778471,1.0
2021-01-22 01:42:00,1080.02,1080.02,1080.02,1080.02,0.06363,1.0
2021-01-22 01:43:00,1085.02,1085.02,1085.02,1085.02,1.00729186,1.0
2021-01-22 01:44:00,1079.91,1079.91,1079.91,1079.91,0.66099,2.0
2021-01-22 01:45:00,1078.37,1078.37,1078.37,1078.37,4.35719923,2.0
2021-01-22 01:46:00,1069.34,1069.34,1069.34,1069.34,0.03778471,1.0
2021-01-22 01:48:00,1080.5,1080.5,1078.25,1078.25,4.12778471,5.0
2021-01-22 01:49:00,1088.34,1088.34,1088.34,1088.34,0.03751284,1.0
2021-01-22 01:51:00,1091.4,1091.4,1087.36,1087.36,3.07471832,6.0
2021-01-22 01:52:00,1087.76,1087.76,1084.7,1084.7,9.0,5.0
2021-01-22 01:54:00,1077.47,1078.71,1077.09,1078.71,0.72901284,4.0
2021-01-22 01:55:00,1079.67,1079.67,1079.67,1079.67,0.06796,1.0
2021-01-22 01:58:00,1069.34,1069.34,1067.16,1067.16,0.09978471,2.0
2021-01-22 01:59:00,1068.76,1068.76,1068.76,1068.76,0.601,1.0
2021-01-22 02:00:00,1061.65,1065.91,1061.65,1065.91,0.88010972,3.0
2021-01-22 02:01:00,1072.73,1072.73,1072.73,1072.73,0.0380584,1.0
2021-01-22 02:02:00,1075.25,1075.25,1075.25,1075.25,0.03,1.0
2021-01-22 02:05:00,1070.03,1074.3,1069.72,1069.72,3.1075,4.0
2021-01-22 02:06:00,1068.05,1068.06,1064.35,1064.35,2.78051,5.0
2021-01-22 02:10:00,1061.65,1061.65,1060.97,1060.97,1.5073657,3.0
2021-01-22 02:12:00,1061.6,1061.65,1061.6,1061.65,0.86773432,4.0
2021-01-22 02:13:00,1058.25,1058.25,1058.25,1058.25,0.9532243,1.0
2021-01-22 02:14:00,1054.26,1054.26,1050.0,1050.0,14.80308037,5.0
2021-01-22 02:16:00,1049.07,1049.07,1049.07,1049.07,4.2168,1.0
2021-01-22 02:17:00,1047.22,1047.22,1046.43,1046.43,1.03861195,2.0
2021-01-22 02:19:00,1043.5,1047.32,1043.5,1047.32,9.59922135,2.0
2021-01-22 02:20:00,1057.35,1060.12,1057.35,1060.12,2.0,3.0
2021-01-22 02:23:00,1065.02,1065.02,1065.02,1065.02,0.03833391,1.0
2021-01-22 02:25:00,1071.0,1075.25,1071.0,1075.25,1.5140981,7.0
