Time,Open,High,Low,Close,Volume,Trades
2021-01-12 03:34:00,1067.06,1067.06,1067.06,1067.06,0.02876573,1.0
2021-01-12 03:36:00,1069.0,1069.0,1069.0,1069.0,0.4,1.0
2021-01-12 03:40:00,1070.56,1070.56,1070.56,1070.56,0.25129,2.0
2021-01-12 04:06:00,1076.43,1076.43,1076.43,1076.43,0.14063153,1.0
2021-01-12 04:07:00,1073.69,1073.69,1073.69,1073.69,0.2,1.0
2021-01-12 04:31:00,1079.19,1079.6,1079.19,1079.6,1.22613091,7.0
2021-01-12 04:42:00,1079.18,1079.18,1079.18,1079.18,0.43969648,1.0
2021-01-12 04:55:00,1080.61,1080.61,1080.61,1080.61,0.04556,1.0
2021-01-12 05:03:00,1096.02,1099.75,1096.02,1099.75,4.4630082,3.0
2021-01-12 05:05:00,1099.63,1104.64,1099.63,1104.64,20.06487508,7.0
2021-01-12 05:06:00,1100.0,1100.0,1098.82,1099.09,10.71535631,5.0
2021-01-12 05:28:00,1085.37,1085.37,1085.37,1085.37,0.1,1.0
2021-01-12 05:43:00,1081.55,1081.62,1081.55,1081.62,2.19733106,2.0
2021-01-12 05:45:00,1088.56,1088.59,1088.56,1088.59,1.94,2.0
2021-01-12 05:47:00,1088.57,1088.57,1088.57,1088.57,0.09110301,1.0
2021-01-12 05:52:00,1082.21,1082.21,1082.21,1082.21,0.4,1.0
2021-01-12 05:56:00,1095.7,1095.71,1095.7,1095.71,0.8,5.0
2021-01-12 06:05:00,1100.68,1100.68,1100.68,1100.68,0.605,1.0
2021-01-12 06:09:00,1106.0,1106.0,1106.0,1106.0,0.66827077,1.0
2021-01-12 06:40:00,1111.0,1113.68,1111.0,1113.68,0.7,2.0
2021-01-12 06:43:00,1114.54,1114.54,1114.54,1114.54,0.07215676,1.0
2021-01-12 06:44:00,1115.0,1115.0,1115.0,1115.0,3.1,1.0
2021-01-12 06:48:00,1122.0,1122.0,1122.0,1122.0,0.5,2.0
2021-01-12 06:49:00,1125.48,1125.48,1125.48,1125.48,0.16114591,1.0
2021-01-12 06:52:00,1122.21,1122.21,1119.85,1119.85,0.48633688,2.0
2021-01-12 06:54:00,1125.61,1125.64,1125.61,1125.64,6.64693675,2.0
2021-01-12 06:56:00,1126.05,1126.05,1126.05,1126.05,0.1,1.0
2021-01-12 07:01:00,1131.16,1131.16,1131.16,1131.16,0.25,1.0
2021-01-12 07:06:00,1132.0,1132.0,1132.0,1132.0,0.68378227,1.0
2021-01-12 07:11:00,1129.01,1129.01,1129.01,1129.01,0.626,2.0
2021-01-12 07:17:00,1129.68,1129.68,1129.68,1129.68,0.95710733,4.0
2021-01-12 07:18:00,1129.73,1131.87,1129.73,1131.87,0.41938141,4.0
2021-01-12 07:21:00,1139.0,1139.0,1139.0,1139.0,2.0,3.0
2021-01-12 07:22:00,1139.99,1143.16,1139.99,1143.16,0.56393945,5.0
2021-01-12 07:27:00,1142.31,1142.31,1142.31,1142.31,0.07025123,1.0
2021-01-12 07:28:00,1144.0,1148.43,1144.0,1148.43,14.9548917,5.0
2021-01-12 07:32:00,1147.0,1147.0,1147.0,1147.0,0.5,1.0
2021-01-12 07:35:00,1137.72,1137.72,1137.72,1137.72,0.12,1.0
2021-01-12 07:43:00,1146.72,1146.72,1146.72,1146.72,3.43665,1.0
2021-01-12 07:50:00,1143.38,1143.38,1143.38,1143.38,7.57,1.0
2021-01-12 07:53:00,1137.92,1137.92,1137.92,1137.92,0.72559,1.0
2021-01-12 07:57:00,1140.78,1140.78,1140.78,1140.78,0.08060876,1.0
2021-01-12 08:07:00,1130.62,1130.62,1126.26,1126.26,3.4472439,6.0
2021-01-12 08:08:00,1129.79,1130.57,1129.79,1130.57,1.87202,4.0
2021-01-12 08:09:00,1127.55,1128.31,1127.55,1128.31,3.22393275,2.0
2021-01-12 08:18:00,1129.78,1129.78,1129.78,1129.78,0.12,1.0
2021-01-12 08:22:00,1130.0,1130.0,1130.0,1130.0,0.78605915,1.0
2021-01-12 08:23:00,1130.0,1130.0,1130.0,1130.0,4.21394085,6.0
2021-01-12 08:25:00,1132.64,1132.65,1132.64,1132.65,0.88288916,2.0
2021-01-12 08:27:00,1132.76,1132.76,1132.76,1132.76,0.13163757,1.0
2021-01-12 08:38:00,1139.42,1139.42,1139.42,1139.42,0.2,1.0
2021-01-12 08:43:00,1147.77,1147.85,1147.77,1147.85,2.725,4.0
2021-01-12 09:06:00,1131.22,1131.22,1131.22,1131.22,0.43937483,1.0
2021-01-12 09:11:00,1136.27,1137.43,1136.27,1137.43,0.92237,2.0
2021-01-12 09:12:00,1133.58,1133.58,1133.53,1133.53,4.6919,6.0
2021-01-12 09:14:00,1132.98,1132.98,1132.98,1132.98,0.20721961,1.0
2021-01-12 09:32:00,1125.68,1125.68,1124.31,1124.31,0.30866805,2.0
2021-01-12 09:40:00,1130.94,1131.13,1130.94,1131.13,1.23378,2.0
2021-01-12 09:44:00,1124.86,1124.86,1124.77,1124.77,1.17,2.0
2021-01-12 09:48:00,1113.46,1113.46,1113.43,1113.43,1.23378,2.0
2021-01-12 09:49:00,1115.2,1115.2,1112.33,1112.33,2.49568986,4.0
2021-01-12 09:50:00,1111.36,1111.36,1109.13,1109.13,1.3540763,3.0
2021-01-12 09:51:00,1109.22,1109.22,1106.41,1106.41,1.33033955,3.0
2021-01-12 09:53:00,1113.0,1113.0,1113.0,1113.0,2.91034604,4.0
2021-01-12 09:54:00,1115.85,1115.85,1115.85,1115.85,1.08107123,1.0
2021-01-12 09:56:00,1116.09,1116.09,1116.09,1116.09,0.4732,1.0
2021-01-12 09:57:00,1112.02,1112.02,1112.02,1112.02,1.5041773,4.0
2021-01-12 09:59:00,1115.98,1115.98,1115.98,1115.98,1.17336782,1.0
2021-01-12 10:00:00,1117.47,1117.47,1117.41,1117.41,0.86336814,2.0
2021-01-12 10:06:00,1108.62,1108.62,1108.62,1108.62,0.16999987,1.0
2021-01-12 10:08:00,1116.35,1116.35,1116.35,1116.35,0.05033,1.0
2021-01-12 10:09:00,1115.31,1115.31,1115.31,1115.31,1.35971103,1.0
2021-01-12 10:16:00,1118.13,1118.13,1115.0,1115.0,2.05551569,4.0
2021-01-12 10:31:00,1121.06,1121.06,1121.06,1121.06,0.06225,1.0
2021-01-12 10:38:00,1124.22,1124.22,1124.22,1124.22,0.44045,1.0
2021-01-12 10:40:00,1123.79,1123.79,1123.79,1123.79,5.0,1.0
2021-01-12 10:50:00,1118.35,1118.35,1118.35,1118.35,0.65929667,1.0
2021-01-12 11:09:00,1103.36,1103.36,1101.79,1101.79,0.52309231,2.0
2021-01-12 11:10:00,1101.73,1101.74,1091.77,1091.77,3.10169588,7.0
2021-01-12 11:11:00,1092.7,1098.79,1092.7,1097.83,20.34253624,13.0
2021-01-12 11:13:00,1088.1,1088.1,1088.1,1088.1,0.58838734,1.0
2021-01-12 11:15:00,1085.42,1085.42,1085.42,1085.42,0.33,1.0
2021-01-12 11:16:00,1085.7,1085.7,1084.71,1084.71,30.0,7.0
2021-01-12 11:18:00,1084.48,1085.0,1084.48,1085.0,1.75691125,2.0
2021-01-12 11:20:00,1088.07,1088.07,1088.07,1088.07,0.02,1.0
2021-01-12 11:21:00,1084.45,1084.45,1084.44,1084.44,9.96484825,3.0
2021-01-12 11:22:00,1077.82,1077.82,1077.82,1077.82,5.2232016,1.0
2021-01-12 11:23:00,1077.03,1077.03,1076.01,1077.01,4.00578809,4.0
2021-01-12 11:24:00,1079.31,1082.65,1079.31,1082.65,4.28397667,4.0
