Time,Open,High,Low,Close,Volume,Trades
2021-08-28 16:39:00,3219.46,3219.46,3219.46,3219.46,1.5528859,1.0
2021-08-28 16:40:00,3218.75,3218.75,3218.75,3218.75,0.04,1.0
2021-08-28 16:49:00,3219.34,3219.34,3219.34,3219.34,0.01668068,1.0
2021-08-28 16:51:00,3220.03,3220.03,3219.85,3219.85,6.0,5.0
2021-08-28 16:53:00,3224.54,3224.54,3224.54,3224.54,0.03107234,1.0
2021-08-28 16:59:00,3229.18,3229.18,3229.18,3229.18,0.06291992,1.0
2021-08-28 17:00:00,3231.34,3231.34,3231.34,3231.34,0.0058,1.0
2021-08-28 17:21:00,3230.16,3230.16,3230.16,3230.16,0.38966289,1.0
2021-08-28 17:23:00,3230.1,3230.1,3230.1,3230.1,0.06117795,1.0
2021-08-28 17:30:00,3229.82,3229.82,3229.82,3229.82,0.04,1.0
2021-08-28 17:34:00,3233.22,3233.22,3233.22,3233.22,0.00179,1.0
2021-08-28 18:03:00,3255.45,3255.45,3253.99,3253.99,0.26264255,3.0
2021-08-28 18:22:00,3251.98,3251.98,3251.98,3251.98,0.04261,1.0
2021-08-28 18:28:00,3254.62,3255.95,3254.62,3255.95,4.03896342,6.0
2021-08-28 18:30:00,3256.17,3256.17,3256.17,3256.17,0.01,1.0
2021-08-28 18:34:00,3257.51,3257.51,3257.51,3257.51,0.05,1.0
2021-08-28 18:35:00,3261.35,3261.35,3261.35,3261.35,0.23628544,1.0
2021-08-28 18:36:00,3261.87,3261.87,3261.87,3261.87,0.01,1.0
2021-08-28 19:11:00,3245.7,3250.9,3245.7,3250.9,15.66779532,13.0
2021-08-28 19:12:00,3246.6,3248.99,3246.6,3248.99,0.18798997,3.0
2021-08-28 19:18:00,3250.53,3250.53,3250.53,3250.53,0.08066406,1.0
2021-08-28 19:20:00,3246.47,3246.47,3246.47,3246.47,0.00769986,1.0
2021-08-28 19:23:00,3250.09,3250.09,3250.09,3250.09,0.04044081,1.0
2021-08-28 19:29:00,3248.61,3248.61,3248.61,3248.61,0.02022395,1.0
2021-08-28 19:34:00,3248.52,3248.52,3248.52,3248.52,0.01014551,1.0
2021-08-28 19:35:00,3249.02,3249.02,3249.02,3249.02,0.19797941,1.0
2021-08-28 19:52:00,3249.6,3249.6,3249.58,3249.58,0.52383,3.0
2021-08-28 20:19:00,3246.85,3246.85,3246.85,3246.85,0.12901,1.0
2021-08-28 20:21:00,3249.84,3249.84,3249.84,3249.84,0.30611305,1.0
2021-08-28 20:25:00,3247.52,3247.52,3247.52,3247.52,0.01880749,1.0
2021-08-28 20:33:00,3248.0,3248.0,3248.0,3248.0,0.07974137,3.0
