Time,Open,High,Low,Close,Volume,Trades
2021-09-08 09:21:00,3336.99,3336.99,3334.93,3334.93,20.02565521,8.0
2021-09-08 09:22:00,3332.16,3332.16,3332.16,3332.16,0.004,1.0
2021-09-08 09:23:00,3334.53,3334.53,3334.53,3334.53,0.2615,1.0
2021-09-08 09:24:00,3330.0,3330.0,3330.0,3330.0,4.63,7.0
2021-09-08 09:25:00,3324.38,3324.38,3322.65,3322.65,0.064,2.0
2021-09-08 09:27:00,3321.87,3321.87,3309.4,3309.4,5.55763607,15.0
2021-09-08 09:28:00,3306.95,3311.51,3306.95,3311.51,5.92447965,4.0
2021-09-08 09:29:00,3315.43,3315.43,3311.27,3311.27,2.18223183,7.0
2021-09-08 09:30:00,3300.73,3315.31,3300.73,3315.31,0.61103403,4.0
2021-09-08 09:31:00,3323.98,3333.56,3323.98,3333.56,3.11972871,7.0
2021-09-08 09:32:00,3333.44,3334.45,3333.44,3334.45,0.30437242,2.0
2021-09-08 09:34:00,3325.56,3325.56,3325.56,3325.56,0.13637517,2.0
2021-09-08 09:35:00,3322.4,3329.6,3322.4,3329.6,0.15018498,3.0
2021-09-08 09:36:00,3328.85,3328.85,3315.16,3315.16,0.0721,2.0
2021-09-08 09:37:00,3314.76,3319.16,3314.76,3316.61,3.09654,5.0
2021-09-08 09:39:00,3315.35,3315.35,3315.35,3315.35,0.01329703,1.0
2021-09-08 09:40:00,3311.99,3312.88,3311.68,3311.68,3.51821,5.0
2021-09-08 09:42:00,3314.89,3324.5,3314.89,3324.5,2.93562436,7.0
2021-09-08 09:44:00,3309.22,3309.22,3309.22,3309.22,0.31,1.0
2021-09-08 09:45:00,3310.82,3310.82,3310.82,3310.82,0.004,1.0
2021-09-08 09:47:00,3316.09,3316.8,3316.09,3316.8,0.254,4.0
2021-09-08 09:48:00,3307.8,3307.8,3306.84,3306.84,4.89530757,6.0
2021-09-08 09:49:00,3300.96,3300.96,3295.48,3295.48,0.0723,2.0
2021-09-08 09:50:00,3302.9,3302.9,3302.9,3302.9,0.004,1.0
2021-09-08 09:51:00,3301.54,3301.54,3301.54,3301.54,0.004,1.0
